COMMAND,GID,PWD,TTY,UID,USER,"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",euid,eventtype,from,home,host,index,linecount,name,punct,rhost,shell,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos,tty,uid,user
,,,,,,"2026-03-04T02:48:15.343529+00:00 ip-172-31-88-245 sshd[5008]: PAM service(sshd) ignoring max retries; 5 > 3","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:__()___;__>_",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.343516+00:00 ip-172-31-88-245 sshd[5008]: PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_____;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:15.343499+00:00 ip-172-31-88-245 sshd[5008]: Connection closed by authenticating user testuser 35.150.52.148 port 65252 [preauth]","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_______...___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.343484+00:00 ip-172-31-88-245 sshd[5011]: PAM service(sshd) ignoring max retries; 5 > 3","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:__()___;__>_",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.343459+00:00 ip-172-31-88-245 sshd[5011]: PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_____;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:15.343388+00:00 ip-172-31-88-245 sshd[5011]: Connection closed by authenticating user testuser 35.150.52.148 port 62939 [preauth]","2026-03-04T02:48:15.343+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_______...___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.165162+00:00 ip-172-31-88-245 sshd[5014]: Failed password for testuser from 35.150.52.148 port 64979 ssh2","2026-03-04T02:48:15.165+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.162259+00:00 ip-172-31-88-245 sshd[5018]: Failed password for testuser from 35.150.52.148 port 63890 ssh2","2026-03-04T02:48:15.162+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.159266+00:00 ip-172-31-88-245 sshd[5013]: Failed password for testuser from 35.150.52.148 port 63564 ssh2","2026-03-04T02:48:15.159+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.158251+00:00 ip-172-31-88-245 sshd[5021]: Failed password for testuser from 35.150.52.148 port 64987 ssh2","2026-03-04T02:48:15.158+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.157684+00:00 ip-172-31-88-245 sshd[5016]: Failed password for testuser from 35.150.52.148 port 64820 ssh2","2026-03-04T02:48:15.157+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.153142+00:00 ip-172-31-88-245 sshd[5019]: Failed password for testuser from 35.150.52.148 port 63967 ssh2","2026-03-04T02:48:15.153+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.136158+00:00 ip-172-31-88-245 sshd[5011]: Failed password for testuser from 35.150.52.148 port 62939 ssh2","2026-03-04T02:48:15.136+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.134299+00:00 ip-172-31-88-245 sshd[5009]: Failed password for testuser from 35.150.52.148 port 64795 ssh2","2026-03-04T02:48:15.134+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.129902+00:00 ip-172-31-88-245 sshd[5008]: Failed password for testuser from 35.150.52.148 port 65252 ssh2","2026-03-04T02:48:15.129+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:15.088618+00:00 ip-172-31-88-245 sshd[5010]: Failed password for testuser from 35.150.52.148 port 64347 ssh2","2026-03-04T02:48:15.088+0000",2,4,48,march,15,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.273047+00:00 ip-172-31-88-245 systemd-logind[713]: Removed session 56.","2026-03-04T02:48:14.273+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_-[]:___.",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.272409+00:00 ip-172-31-88-245 systemd-logind[713]: Session 56 logged out. Waiting for processes to exit.","2026-03-04T02:48:14.272+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_-[]:____._____.",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.269777+00:00 ip-172-31-88-245 sshd[5017]: pam_unix(sshd:session): session closed for user testuser","2026-03-04T02:48:14.269+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):_____",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.109199+00:00 ip-172-31-88-245 sshd[5020]: PAM service(sshd) ignoring max retries; 4 > 3","2026-03-04T02:48:14.109+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:__()___;__>_",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.109173+00:00 ip-172-31-88-245 sshd[5020]: PAM 3 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:14.109+0000",2,4,48,march,14,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_____;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:14.109120+00:00 ip-172-31-88-245 sshd[5020]: Connection closed by authenticating user testuser 35.150.52.148 port 62485 [preauth]","2026-03-04T02:48:14.109+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_______...___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.108400+00:00 ip-172-31-88-245 sshd[5015]: PAM service(sshd) ignoring max retries; 4 > 3","2026-03-04T02:48:14.108+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:__()___;__>_",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:14.108350+00:00 ip-172-31-88-245 sshd[5015]: PAM 3 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:14.108+0000",2,4,48,march,14,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_____;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:14.107332+00:00 ip-172-31-88-245 sshd[5015]: Connection closed by authenticating user testuser 35.150.52.148 port 64917 [preauth]","2026-03-04T02:48:14.107+0000",2,4,48,march,14,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_______...___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:13.932680+00:00 ip-172-31-88-245 (systemd): pam_unix(systemd-user:session): session opened for user testuser(uid=1001) by testuser(uid=0)","2026-03-04T02:48:13.932+0000",2,4,48,march,13,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_():_(-:):_____(=)__(=)",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,1001,
,,,,,,"2026-03-04T02:48:13.921234+00:00 ip-172-31-88-245 systemd-logind[713]: New session 56 of user testuser.","2026-03-04T02:48:13.921+0000",2,4,48,march,13,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_-[]:______.",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:13.910747+00:00 ip-172-31-88-245 sshd[5017]: pam_unix(sshd:session): session opened for user testuser(uid=1001) by testuser(uid=0)","2026-03-04T02:48:13.910+0000",2,4,48,march,13,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):_____(=)__(=)",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,1001,
,,,,,,"2026-03-04T02:48:13.910377+00:00 ip-172-31-88-245 sshd[5017]: Accepted password for testuser from 35.150.52.148 port 65047 ssh2","2026-03-04T02:48:13.910+0000",2,4,48,march,13,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.526221+00:00 ip-172-31-88-245 sshd[5015]: Failed password for testuser from 35.150.52.148 port 64917 ssh2","2026-03-04T02:48:12.526+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.526087+00:00 ip-172-31-88-245 sshd[5020]: Failed password for testuser from 35.150.52.148 port 62485 ssh2","2026-03-04T02:48:12.526+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.246176+00:00 ip-172-31-88-245 sshd[5014]: Failed password for testuser from 35.150.52.148 port 64979 ssh2","2026-03-04T02:48:12.246+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.245574+00:00 ip-172-31-88-245 sshd[5018]: Failed password for testuser from 35.150.52.148 port 63890 ssh2","2026-03-04T02:48:12.245+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.236194+00:00 ip-172-31-88-245 sshd[5016]: Failed password for testuser from 35.150.52.148 port 64820 ssh2","2026-03-04T02:48:12.236+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.235273+00:00 ip-172-31-88-245 sshd[5008]: Failed password for testuser from 35.150.52.148 port 65252 ssh2","2026-03-04T02:48:12.235+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.233319+00:00 ip-172-31-88-245 sshd[5017]: Failed password for testuser from 35.150.52.148 port 65047 ssh2","2026-03-04T02:48:12.233+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.228238+00:00 ip-172-31-88-245 sshd[5019]: Failed password for testuser from 35.150.52.148 port 63967 ssh2","2026-03-04T02:48:12.228+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.227194+00:00 ip-172-31-88-245 sshd[5021]: Failed password for testuser from 35.150.52.148 port 64987 ssh2","2026-03-04T02:48:12.227+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.225168+00:00 ip-172-31-88-245 sshd[5009]: Failed password for testuser from 35.150.52.148 port 64795 ssh2","2026-03-04T02:48:12.225+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.224327+00:00 ip-172-31-88-245 sshd[5013]: Failed password for testuser from 35.150.52.148 port 63564 ssh2","2026-03-04T02:48:12.224+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.221574+00:00 ip-172-31-88-245 sshd[5011]: Failed password for testuser from 35.150.52.148 port 62939 ssh2","2026-03-04T02:48:12.221+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:12.170906+00:00 ip-172-31-88-245 sshd[5010]: Failed password for testuser from 35.150.52.148 port 64347 ssh2","2026-03-04T02:48:12.170+0000",2,4,48,march,12,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.938259+00:00 ip-172-31-88-245 sshd[5020]: Failed password for testuser from 35.150.52.148 port 62485 ssh2","2026-03-04T02:48:09.938+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.938109+00:00 ip-172-31-88-245 sshd[5015]: Failed password for testuser from 35.150.52.148 port 64917 ssh2","2026-03-04T02:48:09.938+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.606608+00:00 ip-172-31-88-245 sshd[5014]: Failed password for testuser from 35.150.52.148 port 64979 ssh2","2026-03-04T02:48:09.606+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.593416+00:00 ip-172-31-88-245 sshd[5008]: Failed password for testuser from 35.150.52.148 port 65252 ssh2","2026-03-04T02:48:09.593+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.589265+00:00 ip-172-31-88-245 sshd[5021]: Failed password for testuser from 35.150.52.148 port 64987 ssh2","2026-03-04T02:48:09.589+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.583281+00:00 ip-172-31-88-245 sshd[5018]: Failed password for testuser from 35.150.52.148 port 63890 ssh2","2026-03-04T02:48:09.583+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.557809+00:00 ip-172-31-88-245 sshd[5017]: Failed password for testuser from 35.150.52.148 port 65047 ssh2","2026-03-04T02:48:09.557+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.478215+00:00 ip-172-31-88-245 sshd[5009]: Failed password for testuser from 35.150.52.148 port 64795 ssh2","2026-03-04T02:48:09.478+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.477282+00:00 ip-172-31-88-245 sshd[5010]: Failed password for testuser from 35.150.52.148 port 64347 ssh2","2026-03-04T02:48:09.477+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.472024+00:00 ip-172-31-88-245 sshd[5016]: Failed password for testuser from 35.150.52.148 port 64820 ssh2","2026-03-04T02:48:09.472+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.463720+00:00 ip-172-31-88-245 sshd[5019]: Failed password for testuser from 35.150.52.148 port 63967 ssh2","2026-03-04T02:48:09.463+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.452476+00:00 ip-172-31-88-245 sshd[5011]: Failed password for testuser from 35.150.52.148 port 62939 ssh2","2026-03-04T02:48:09.452+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:09.430136+00:00 ip-172-31-88-245 sshd[5013]: Failed password for testuser from 35.150.52.148 port 63564 ssh2","2026-03-04T02:48:09.430+0000",2,4,48,march,9,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.567973+00:00 ip-172-31-88-245 sshd[5014]: Failed password for testuser from 35.150.52.148 port 64979 ssh2","2026-03-04T02:48:06.567+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.094323+00:00 ip-172-31-88-245 sshd[5020]: Failed password for testuser from 35.150.52.148 port 62485 ssh2","2026-03-04T02:48:06.094+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.094223+00:00 ip-172-31-88-245 sshd[5018]: Failed password for testuser from 35.150.52.148 port 63890 ssh2","2026-03-04T02:48:06.094+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.093242+00:00 ip-172-31-88-245 sshd[5016]: Failed password for testuser from 35.150.52.148 port 64820 ssh2","2026-03-04T02:48:06.093+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.088296+00:00 ip-172-31-88-245 sshd[5017]: Failed password for testuser from 35.150.52.148 port 65047 ssh2","2026-03-04T02:48:06.088+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.088204+00:00 ip-172-31-88-245 sshd[5013]: Failed password for testuser from 35.150.52.148 port 63564 ssh2","2026-03-04T02:48:06.088+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.087254+00:00 ip-172-31-88-245 sshd[5015]: Failed password for testuser from 35.150.52.148 port 64917 ssh2","2026-03-04T02:48:06.087+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.083957+00:00 ip-172-31-88-245 sshd[5010]: Failed password for testuser from 35.150.52.148 port 64347 ssh2","2026-03-04T02:48:06.083+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.077205+00:00 ip-172-31-88-245 sshd[5011]: Failed password for testuser from 35.150.52.148 port 62939 ssh2","2026-03-04T02:48:06.077+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.075353+00:00 ip-172-31-88-245 sshd[5008]: Failed password for testuser from 35.150.52.148 port 65252 ssh2","2026-03-04T02:48:06.075+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.074312+00:00 ip-172-31-88-245 sshd[5021]: Failed password for testuser from 35.150.52.148 port 64987 ssh2","2026-03-04T02:48:06.074+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.063189+00:00 ip-172-31-88-245 sshd[5019]: Failed password for testuser from 35.150.52.148 port 63967 ssh2","2026-03-04T02:48:06.063+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:06.044279+00:00 ip-172-31-88-245 sshd[5009]: Failed password for testuser from 35.150.52.148 port 64795 ssh2","2026-03-04T02:48:06.044+0000",2,4,48,march,6,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.151161+00:00 ip-172-31-88-245 sshd[5020]: Failed password for testuser from 35.150.52.148 port 62485 ssh2","2026-03-04T02:48:03.151+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.150227+00:00 ip-172-31-88-245 sshd[5015]: Failed password for testuser from 35.150.52.148 port 64917 ssh2","2026-03-04T02:48:03.150+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.146630+00:00 ip-172-31-88-245 sshd[5011]: Failed password for testuser from 35.150.52.148 port 62939 ssh2","2026-03-04T02:48:03.146+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
